document;left context;formula;;;unique;count
Vinyar_Вампилов. Прошлым летом в Чулимске;Старый, скажешь? А я тебе скажу – как смотреть. Мать твоя, покойница, меня на пятнадцать лет была моложе. ;и что;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Ну что ты говоришь? Ведь он смешной. Да и вообще! Я и слушать-то тебя не хочу. 	 ;нет;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Просмеять его недолго, а я считаю, не смеяться надо, а задуматься. Не такой он и смешной. Трудится честно, не пьет, не дерется, и дом у него, и скарб, и деньги есть. (Как бы предупреждая возражение.) ;да;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Пашка одет так, как он был одет утром. Он направился было к Валентине, но Хороших его окликнула. 	 Павел!.. Пойди сюда. 	 ;ну;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Надо тебе ехать… Уезжай. 	 ;все;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Не гоню я тебя. Прошу… Сделай, Павел, для матери… Пожалей меня. 	 ;так;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Из чайной выходит Дергачев, в руке у него ящик с инструментами. 	 Живей, Илья, живей. Приберут, не наше это дело. Еремеев появляется и идет следом за Дергачевым. 	 ;эй;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;садитесь, так уж и быть. 	 ;благодарим;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;(Не сразу.) Опять ты перед ним стелешься? 	 Я перед ним всю жизнь стелюсь. Понятно тебе? 	 ;брось;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Сколь вас вижу, вечно вы как собаки лаетесь. 	 ;верно;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Как собаки. При тебе. А без тебя – это ты врешь. 	 ;вон;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;При тебе. А без тебя – это ты врешь. 	 Вон, значит, ;как;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Завтра же уезжай. Небольшая пауза. Хороших быстро прибирается, запирает кассу, – словом, собирается уходить. 	 ;спасибо;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Кто виноват, мать?.. Говори… Откуда я взялся? Ты меня родила или не ты? 	 ;замолчи;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Откуда я взялся? Ты меня родила или не ты? 	 Замолчи! 	 Кто ждал твоего Афанасия? 	 ;замолчи;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Замолчи! 	 Кто его не дождался? 	 ;замолчи;;;;
Vinyar_Вампилов. Прошлым летом в Чулимске;Замолчи! 	 Ты или я? 	 ;замолчи;;;;
